224371,uniprot,H0UI06,ncbigene,1347
224372,uniprot,H0UI37,ncbigene,100130890
224373,uniprot,H0UI80,ncbigene,51497
224374,uniprot,H0UIB3,ncbigene,78997
224375,uniprot,H0Y2S2,ncbigene,54903
224376,uniprot,H0Y2X5,ncbigene,220
224377,uniprot,H0Y6H0,ncbigene,221656
224378,uniprot,H0Y7Y4,ncbigene,51686
224379,uniprot,H0Y8R2,ncbigene,90249
224380,uniprot,H0Y8Y7,ncbigene,6949
224381,uniprot,H0Y9M2,ncbigene,152485
224382,uniprot,H0Y9Z5,ncbigene,246175
224383,uniprot,H0Y2V8,ncbigene,2905
224384,uniprot,H0Y4W6,ncbigene,2099
224385,uniprot,H0Y5V3,ncbigene,644019
224386,uniprot,H0Y354,ncbigene,554282
224387,uniprot,H0Y413,ncbigene,4007
224388,uniprot,H0Y476,ncbigene,785
224389,uniprot,H0Y568,ncbigene,9378
224390,uniprot,H0Y993,ncbigene,7913
224391,uniprot,H0Y349,ncbigene,282974
224392,uniprot,H0Y431,ncbigene,282974
224393,uniprot,H0Y755,ncbigene,2214
224394,uniprot,H0Y860,ncbigene,57620
224395,uniprot,H0YDZ5,ncbigene,64344
224396,uniprot,H0YDQ4,ncbigene,27315
224397,uniprot,H0YEJ0,ncbigene,401474
224398,uniprot,H0YE08,ncbigene,79696
224399,uniprot,H0YHK3,ncbigene,8499
224400,uniprot,H0YIS1,ncbigene,1302
224401,uniprot,H0YJH6,ncbigene,6778
224402,uniprot,H0YKC8,ncbigene,10518
224403,uniprot,H0YKE7,ncbigene,11261
224404,uniprot,H0YKR2,ncbigene,283677
224405,uniprot,H0YKT4,ncbigene,23478
224406,uniprot,H0YKW6,ncbigene,84978
224407,uniprot,H0YL14,ncbigene,90120
224408,uniprot,H0YL19,ncbigene,80349
224409,uniprot,H0YL38,ncbigene,54816
224410,uniprot,H0YL54,ncbigene,56956
224411,uniprot,H0YLL6,ncbigene,5452
224412,uniprot,H0YLN8,ncbigene,54822
224413,uniprot,H0YM30,ncbigene,342184
224414,uniprot,H0YM98,ncbigene,1138
224415,uniprot,H0YMD5,ncbigene,10017
224416,uniprot,H0YMP5,ncbigene,348110
224417,uniprot,H0YNA8,ncbigene,56917
224418,uniprot,H0YNJ6,ncbigene,51292
224419,uniprot,H0YNK6,ncbigene,7301
224420,uniprot,H0YK48,ncbigene,7168
224421,uniprot,H0YK62,ncbigene,366
224422,uniprot,H0YL66,ncbigene,140691
224423,uniprot,H0YL70,ncbigene,7090
224424,uniprot,H0YLC2,ncbigene,5685
224425,uniprot,H0YLM1,ncbigene,90525
224426,uniprot,H0YMQ2,ncbigene,197135
224427,uniprot,H0YN18,ncbigene,5685
224428,uniprot,H0YNH6,ncbigene,51016
224429,uniprot,H0YL09,ncbigene,100505679
224430,uniprot,H0YL33,ncbigene,302
224431,uniprot,H0YNS4,ncbigene,80213
224432,uniprot,H0YNU5,ncbigene,641
224433,uniprot,H0YNV5,ncbigene,54839
224434,uniprot,H0YNW5,ncbigene,1854
224435,uniprot,H3BM45,ncbigene,162282
224436,uniprot,H3BM71,ncbigene,283953
224437,uniprot,H3BMG3,ncbigene,100287482
224438,uniprot,H3BMP2,ncbigene,51283
224439,uniprot,H3BMS0,ncbigene,10921
224440,uniprot,H3BN63,ncbigene,79728
224441,uniprot,H3BN78,ncbigene,51760
224442,uniprot,H3BN99,ncbigene,2595
224443,uniprot,H3BNL1,ncbigene,646498
224444,uniprot,H3BNL8,ncbigene,101928603
224445,uniprot,H3BNP7,ncbigene,1535
224446,uniprot,H3BNT4,ncbigene,10200
224447,uniprot,H3BNV9,ncbigene,1327
224448,uniprot,H3BNW8,ncbigene,79905
224449,uniprot,H3BNZ7,ncbigene,100506581
224450,uniprot,H3BP11,ncbigene,4094
224451,uniprot,H3BP20,ncbigene,3073
224452,uniprot,H3BPB8,ncbigene,4351
224453,uniprot,H3BPJ7,ncbigene,6925
224454,uniprot,H3BPM6,ncbigene,100129480
224455,uniprot,H3BPP3,ncbigene,4351
224456,uniprot,H3BPS4,ncbigene,23322
224457,uniprot,H3BQ19,ncbigene,55715
224458,uniprot,H3BQB0,ncbigene,60490
224459,uniprot,H3BQB6,ncbigene,401236
224460,uniprot,H3BQF2,ncbigene,54939
224461,uniprot,H0YNU9,ncbigene,79664
224462,uniprot,H3BLT4,ncbigene,332
224463,uniprot,H3BM14,ncbigene,51667
224464,uniprot,H3BM74,ncbigene,51667
224465,uniprot,H3BMC5,ncbigene,55238
224466,uniprot,H3BMD8,ncbigene,10776
224467,uniprot,H3BMQ0,ncbigene,7249
224468,uniprot,H3BN02,ncbigene,3687
224469,uniprot,H3BN52,ncbigene,79650
224470,uniprot,H3BNJ8,ncbigene,146310
224471,uniprot,H3BNM8,ncbigene,79650
224472,uniprot,H3BP16,ncbigene,55142
224473,uniprot,H3BNI9,ncbigene,1459
224474,uniprot,H0YNV4,ncbigene,4140
224475,uniprot,H3BQI1,ncbigene,83657
224476,uniprot,H3BQN8,ncbigene,113000
224477,uniprot,H3BQR2,ncbigene,10101
224478,uniprot,H3BQU4,ncbigene,646498
224479,uniprot,H3BQW9,ncbigene,100128071
224480,uniprot,H3BR10,ncbigene,100507203
224481,uniprot,H3BRD7,ncbigene,124491
224482,uniprot,H3BRE9,ncbigene,6530
224483,uniprot,H3BRH9,ncbigene,51760
224484,uniprot,H3BRL8,ncbigene,51495
224485,uniprot,H3BRN8,ncbigene,145788
224486,uniprot,H3BRQ0,ncbigene,60490
224487,uniprot,H3BRW9,ncbigene,5604
224488,uniprot,H3BRY8,ncbigene,4494
224489,uniprot,H3BS19,ncbigene,84627
224490,uniprot,H3BS26,ncbigene,124491
224491,uniprot,H3BS42,ncbigene,79724
224492,uniprot,H3BSE3,ncbigene,60490
224493,uniprot,H3BST1,ncbigene,26258
224494,uniprot,H3BST3,ncbigene,9399
224495,uniprot,H3BSW6,ncbigene,348180
224496,uniprot,H3BSY2,ncbigene,653720
224497,uniprot,H3BT65,ncbigene,57019
224498,uniprot,H3BTH8,ncbigene,145864
224499,uniprot,H3BTP3,ncbigene,6925
224500,uniprot,H3BTQ9,ncbigene,90835
224501,uniprot,H3BTX9,ncbigene,348158
224502,uniprot,H3BU63,ncbigene,60490
224503,uniprot,H3BU77,ncbigene,100500938
224504,uniprot,H3BQQ8,ncbigene,51693
224505,uniprot,H3BS01,ncbigene,84529
224506,uniprot,H3BS89,ncbigene,100507421
224507,uniprot,H3BTG2,ncbigene,729059
224508,uniprot,H3BRA9,ncbigene,170691
224509,uniprot,H3BUD5,ncbigene,123920
224510,uniprot,H3BUF6,ncbigene,11273
224511,uniprot,H3BUK9,ncbigene,100287399
224512,uniprot,H3BUN6,ncbigene,113000
224513,uniprot,H3BUU9,ncbigene,1009
224514,uniprot,H3BV03,ncbigene,23322
224515,uniprot,H3BV40,ncbigene,162239
224516,uniprot,H3BV60,ncbigene,100507588
224517,uniprot,H7BXD5,ncbigene,25801
224518,uniprot,H7BXF5,ncbigene,79595
224519,uniprot,H7BXH2,ncbigene,55291
224520,uniprot,H7BXJ2,ncbigene,137970
224521,uniprot,H7BXZ6,ncbigene,55288
224522,uniprot,H7BY22,ncbigene,29068
224523,uniprot,H7BY63,ncbigene,79632
224524,uniprot,H7BY84,ncbigene,9328
224525,uniprot,H7BYC7,ncbigene,9378
224526,uniprot,H7BYP1,ncbigene,80036
224527,uniprot,H7BYP4,ncbigene,93349
224528,uniprot,H3BUK6,ncbigene,51693
224529,uniprot,H3BVB1,ncbigene,54620
224530,uniprot,H7BXH9,ncbigene,151194
224531,uniprot,H7BXQ8,ncbigene,83787
224532,uniprot,H7BXT3,ncbigene,5046
224533,uniprot,H7BXY1,ncbigene,5998
224534,uniprot,H7BXY3,ncbigene,22907
224535,uniprot,H7BYY1,ncbigene,7168
224536,uniprot,H7C2Q8,ncbigene,10969
224537,uniprot,H7C3D2,ncbigene,29995
224538,uniprot,H7C5E9,ncbigene,375757
224539,uniprot,H7C5G6,ncbigene,100652824
224540,uniprot,H7C1Y7,ncbigene,4705
224541,uniprot,H7C2X4,ncbigene,4705
224542,uniprot,H7C144,ncbigene,81
224543,uniprot,H7C175,ncbigene,9625
224544,uniprot,H7C241,ncbigene,100288814
224545,uniprot,H7C410,ncbigene,2817
224546,uniprot,H8Y6P7,ncbigene,145781
224547,uniprot,H9KV29,ncbigene,10326
224548,uniprot,H9KV63,ncbigene,56165
224549,uniprot,H9KV77,ncbigene,55352
224550,uniprot,H9KV90,ncbigene,50944
224551,uniprot,H9KVA2,ncbigene,7140
224552,uniprot,H9KVB3,ncbigene,340990
224553,uniprot,H9KVD2,ncbigene,6331
224554,uniprot,H9ME53,ncbigene,10345
224555,uniprot,I0J062,ncbigene,101927423
224556,uniprot,I1YAP6,ncbigene,390231
224557,uniprot,I3L0B8,ncbigene,147407
224558,uniprot,I3L0W4,ncbigene,112483
224559,uniprot,I3L1A2,ncbigene,124222
224560,uniprot,I3L1B5,ncbigene,23322
224561,uniprot,I3L1E1,ncbigene,147646
224562,uniprot,I3L1J3,ncbigene,84891
224563,uniprot,I3L1R7,ncbigene,5833
224564,uniprot,I3L1V5,ncbigene,51326
224565,uniprot,I3L1V5,ncbigene,100506084
224566,uniprot,I3L1V5,ncbigene,100996709
224567,uniprot,I3L2C7,ncbigene,50628
224568,uniprot,H9KV89,ncbigene,284370
224569,uniprot,H9NIL4,ncbigene,2844
224570,uniprot,I3L0H8,ncbigene,55308
224571,uniprot,I3L0L6,ncbigene,26001
224572,uniprot,I3L0X5,ncbigene,9552
224573,uniprot,I3L1N5,ncbigene,54985
224574,uniprot,I3L145,ncbigene,6462
224575,uniprot,I3L153,ncbigene,79903
224576,uniprot,I3L202,ncbigene,29800
224577,uniprot,I3L208,ncbigene,339229
224578,uniprot,I3L265,ncbigene,124222
224579,uniprot,I3L269,ncbigene,123811
224580,uniprot,I3L273,ncbigene,100507003
224581,uniprot,I3L288,ncbigene,57146
224582,uniprot,I3L2H2,ncbigene,7727
224583,uniprot,I3L2J3,ncbigene,92162
224584,uniprot,I3L2J8,ncbigene,22994
224585,uniprot,I3L2M9,ncbigene,58488
224586,uniprot,I3L2N4,ncbigene,123811
224587,uniprot,I3L2P9,ncbigene,10750
224588,uniprot,I3L336,ncbigene,79850
224589,uniprot,I3L3A7,ncbigene,348262
224590,uniprot,I3L3H0,ncbigene,58488
224591,uniprot,I3L3H2,ncbigene,9775
224592,uniprot,I3L3L1,ncbigene,51326
224593,uniprot,I3L3L1,ncbigene,100996709
224594,uniprot,I3L3R1,ncbigene,3218
224595,uniprot,I3L3R5,ncbigene,643669
224596,uniprot,I3L3Z2,ncbigene,84316
224597,uniprot,I3L448,ncbigene,64756
224598,uniprot,I3L4C2,ncbigene,10458
224599,uniprot,I3L4J6,ncbigene,7775
224600,uniprot,I3L4Q0,ncbigene,348262
224601,uniprot,I3L4V0,ncbigene,84316
224602,uniprot,I3L4V2,ncbigene,123811
224603,uniprot,I3L4Z7,ncbigene,339231
224604,uniprot,I3NI23,ncbigene,57146
224605,uniprot,I3NI25,ncbigene,123811
224606,uniprot,I3VM54,ncbigene,22992
224607,uniprot,I6L899,ncbigene,101059918
224608,uniprot,I6LJZ7,ncbigene,83596
224609,uniprot,I6LJZ9,ncbigene,83596
224610,uniprot,I6LPK7,ncbigene,581
224611,uniprot,I7HAS0,ncbigene,162681
224612,uniprot,J3KMW5,ncbigene,65990
224613,uniprot,J3KMY0,ncbigene,83461
224614,uniprot,J3KMY6,ncbigene,79696
224615,uniprot,J3KMZ7,ncbigene,57508
224616,uniprot,J3KMZ8,ncbigene,5977
224617,uniprot,J3KN36,ncbigene,408050
224618,uniprot,J3KN38,ncbigene,1207
224619,uniprot,J3KN39,ncbigene,55655
224620,uniprot,J3KN59,ncbigene,663
224621,uniprot,J3KNA0,ncbigene,5018
224622,uniprot,J3KNB3,ncbigene,27071
224623,uniprot,J3KNB4,ncbigene,820
224624,uniprot,J3KNB5,ncbigene,493869
224625,uniprot,J3KNC9,ncbigene,10143
224626,uniprot,J3KNE7,ncbigene,7164
224627,uniprot,J3KNG2,ncbigene,26262
224628,uniprot,J3KNG8,ncbigene,96459
224629,uniprot,J3KNI1,ncbigene,25839
224630,uniprot,J3KNJ3,ncbigene,10003
224631,uniprot,J3KNJ7,ncbigene,64863
224632,uniprot,J3KNJ8,ncbigene,3338
224633,uniprot,J3KNL2,ncbigene,1731
224634,uniprot,J3KNN1,ncbigene,50614
224635,uniprot,J3KNP8,ncbigene,400258
224636,uniprot,J3KNQ1,ncbigene,162239
224637,uniprot,J3KNW5,ncbigene,23059
224638,uniprot,J3KNZ9,ncbigene,64319
224639,uniprot,J3KP02,ncbigene,389170
224640,uniprot,J3KP27,ncbigene,51399
224641,uniprot,I3L072,ncbigene,55028
224642,uniprot,I3L232,ncbigene,146712
224643,uniprot,I3L3E8,ncbigene,400569
224644,uniprot,I3L3I9,ncbigene,218
224645,uniprot,I3L3R8,ncbigene,51009
224646,uniprot,I3L3W6,ncbigene,23125
224647,uniprot,I3NI02,ncbigene,9570
224648,uniprot,J3KMX2,ncbigene,6603
224649,uniprot,J3KN01,ncbigene,4301
224650,uniprot,J3KN95,ncbigene,5238
224651,uniprot,J3KNC5,ncbigene,4745
224652,uniprot,J3KNE1,ncbigene,55602
224653,uniprot,J3KNE2,ncbigene,283899
224654,uniprot,J3KNE8,ncbigene,8999
224655,uniprot,J3KNF6,ncbigene,285704
224656,uniprot,J3KNS1,ncbigene,23287
224657,uniprot,J3KNX4,ncbigene,84939
224658,uniprot,J3KNY1,ncbigene,54985
224659,uniprot,J3KNY7,ncbigene,54813
224660,uniprot,J3KP39,ncbigene,79607
224661,uniprot,J3KPC0,ncbigene,93550
224662,uniprot,J3KNF5,ncbigene,80184
224663,uniprot,I3L4A9,ncbigene,1497
224664,uniprot,J3KPD3,ncbigene,10179
224665,uniprot,J3KPI6,ncbigene,4293
224666,uniprot,J3KPJ3,ncbigene,84254
224667,uniprot,J3KPK3,ncbigene,378950
224668,uniprot,J3KPP4,ncbigene,51747
224669,uniprot,J3KPQ0,ncbigene,2264
224670,uniprot,J3KPS0,ncbigene,54788
224671,uniprot,J3KPT4,ncbigene,80305
224672,uniprot,J3KPY5,ncbigene,51281
224673,uniprot,J3KPY9,ncbigene,118429
224674,uniprot,J3KQ06,ncbigene,55076
224675,uniprot,J3KQ21,ncbigene,51281
224676,uniprot,J3KQ26,ncbigene,79798
224677,uniprot,J3KQ34,ncbigene,64708
224678,uniprot,J3KQ41,ncbigene,64708
224679,uniprot,J3KQ48,ncbigene,51651
224680,uniprot,J3KQ49,ncbigene,80034
224681,uniprot,J3KQ52,ncbigene,3002
224682,uniprot,J3KQ82,ncbigene,378951
224683,uniprot,J3KQA0,ncbigene,6857
224684,uniprot,J3KQB2,ncbigene,26140
224685,uniprot,J3KQC8,ncbigene,27300
224686,uniprot,J3KQR4,ncbigene,147686
224687,uniprot,J3KQU2,ncbigene,220416
224688,uniprot,J3KQU5,ncbigene,2051
224689,uniprot,J3KQV8,ncbigene,8867
224690,uniprot,J3KR22,ncbigene,10462
224691,uniprot,J3KR25,ncbigene,57761
224692,uniprot,J3KR51,ncbigene,170958
224693,uniprot,J3KR62,ncbigene,170958
224694,uniprot,J3KR69,ncbigene,54970
224695,uniprot,J3KR83,ncbigene,10699
224696,uniprot,J3KRL0,ncbigene,4642
224697,uniprot,J3KRQ7,ncbigene,26151
224698,uniprot,J3KRY7,ncbigene,29100
224699,uniprot,J3KS16,ncbigene,642597
224700,uniprot,J3KS52,ncbigene,146722
224701,uniprot,J3KSC6,ncbigene,54903
224702,uniprot,J3KSE3,ncbigene,54894
224703,uniprot,J3KSE9,ncbigene,26151
224704,uniprot,J3KSI9,ncbigene,84923
224705,uniprot,J3KSN8,ncbigene,284274
224706,uniprot,J3KSP0,ncbigene,348235
224707,uniprot,J3KST7,ncbigene,79637
224708,uniprot,J3KSW1,ncbigene,23533
224709,uniprot,J3KSY2,ncbigene,654346
224710,uniprot,J3KSZ3,ncbigene,388335
