10	P11245
10	A4Z6T7
100	P00813
100	A0A0S2Z381
100	F5GWI4
1000	P19022
1000	A0A024RC42
1000	C9J126
1001	P22223
1001	B4DLF0
1002	P55283
1004	P55285
1005	F5H5X9
1005	Q9ULB5
1005	Q8IY78
1006	P55286
1007	Q9ULB4
1008	Q9Y6N8
1008	X5D8X5
1008	X5DNG6
101	P78325
101	Q14C66
1010	P55289
1013	P55291
1014	O75309
1015	Q12864
1016	D6RER2
1016	Q13634
1017	P24941
1017	A0A024RB10
1017	A0A024RB77
1017	E7ESI2
1017	G3V5T9
1017	B4DDL9
1018	Q00526
1020	Q00535
1020	A0A090N7W4
1020	A0A0S2Z355
1021	Q00534
1022	P50613
1022	A0A0S2Z3F9
1022	D6R9G1
1022	D6RFL0
1024	P49336
1025	P50750
1025	A0A024R880
1028	P49918
1029	K7PML8
1029	P42771
1029	Q8N726
1031	P42773
1031	Q6ICV4
1032	A0A024R796
1032	P55273
1033	G3V2J7
1033	Q16667
1036	Q16878
1038	P51861
1039	Q01850
1041	G8JLG2
1041	Q15517
1043	P31358
1043	V9HWN9
1044	P47902
1045	Q99626
1046	O14627
1047	O14967
1047	A0A140VKG2
1048	A0A024R0K5
1048	P06731
1048	Q53G30
105	Q9NS39
1050	P49715
1053	Q15744
1056	B4DSX9
1056	O75612
1056	Q86SR3
1058	P49450
1059	P07199
1060	Q03188
1062	Q02224
1063	P49454
1066	P23141
1068	Q12798
1068	A0A140VJG3
107	Q08828
107	C9J1J0
1070	E5RFM2
1070	E5RJF8
1070	O15182
1071	P11597
1071	A0A0S2Z3F6
1071	A0A0S2Z3I8
1071	B4DMZ5
108	Q08462
108	Q71UM8
1080	P13569
1080	A0A024R730
1081	P01215
1081	A0A087WYZ4
1081	Q6I9S8
1082	A0A0F7RQP8
1082	P0DN86
1084	P40198
1087	Q14002
1088	P31997
1088	Q0Z7S6
1088	B4DLI3
1089	O75871
1101	O15335
1104	A0A0S2Z404
1104	P18754
1104	Q5T081
1104	A0A0S2Z3I4
1105	O14646
1105	B3KT33
1109	P17516
1111	O14757
1111	E7EPP6
1111	B4DT73
1113	G5E968
1113	P10645
1113	Q86T07
1114	P05060
1116	A0A024R969
1116	P36222
1117	Q15782
1118	Q13231
1119	P35790
