35455,ensembl_gene,ENSG00000003137,uniprot,Q9NR63
35456,ensembl_gene,ENSG00000003137,uniprot,E5RHM2
35457,ensembl_gene,ENSG00000003137,uniprot,E5RHN4
35458,ensembl_gene,ENSG00000003137,uniprot,E7ER08
35459,ensembl_gene,ENSG00000003393,uniprot,J3KQ33
35460,ensembl_gene,ENSG00000003393,uniprot,J3KQ43
35461,ensembl_gene,ENSG00000003393,uniprot,Q96Q42
35462,ensembl_gene,ENSG00000003402,uniprot,O15519
35463,ensembl_gene,ENSG00000003402,uniprot,A0A024R3Y3
35464,ensembl_gene,ENSG00000003402,uniprot,A0A024R3Y4
35465,ensembl_gene,ENSG00000003402,uniprot,A0A0A0MR92
35466,ensembl_gene,ENSG00000003402,uniprot,A0A336TY74
35467,ensembl_gene,ENSG00000003402,uniprot,C9J408
35468,ensembl_gene,ENSG00000003402,uniprot,C9J4Q0
35469,ensembl_gene,ENSG00000003402,uniprot,C9JSU3
35470,ensembl_gene,ENSG00000003402,uniprot,C9JV51
35471,ensembl_gene,ENSG00000003402,uniprot,E9PAP3
35472,ensembl_gene,ENSG00000003402,uniprot,F8WBH9
35473,ensembl_gene,ENSG00000003402,uniprot,M0QY57
35474,ensembl_gene,ENSG00000003402,uniprot,M0QYM0
35475,ensembl_gene,ENSG00000003402,uniprot,M0R1A8
35476,ensembl_gene,ENSG00000004455,uniprot,P54819
35477,ensembl_gene,ENSG00000004455,uniprot,A0A140VK93
35478,ensembl_gene,ENSG00000004455,uniprot,A0A5F9ZHP2
35479,ensembl_gene,ENSG00000004455,uniprot,A0A5K1VW67
35480,ensembl_gene,ENSG00000004455,uniprot,F8VPP1
35481,ensembl_gene,ENSG00000004455,uniprot,F8VY04
35482,ensembl_gene,ENSG00000004455,uniprot,F8VZG5
35483,ensembl_gene,ENSG00000004455,uniprot,F8W1A4
35484,ensembl_gene,ENSG00000004455,uniprot,G3V213
35485,ensembl_gene,ENSG00000009307,uniprot,A0A024R0E2
35486,ensembl_gene,ENSG00000009307,uniprot,A0A024R0K2
35487,ensembl_gene,ENSG00000009307,uniprot,E9PJK7
35488,ensembl_gene,ENSG00000009307,uniprot,E9PKN4
35489,ensembl_gene,ENSG00000009307,uniprot,E9PLD4
35490,ensembl_gene,ENSG00000009307,uniprot,E9PLT0
35491,ensembl_gene,ENSG00000009307,uniprot,E9PNG3
35492,ensembl_gene,ENSG00000009307,uniprot,O75534
35493,ensembl_gene,ENSG00000009724,uniprot,O00187
35494,ensembl_gene,ENSG00000013441,uniprot,P49759
35495,ensembl_gene,ENSG00000013441,uniprot,A0A087WVK0
35496,ensembl_gene,ENSG00000013441,uniprot,B8ZZR0
35497,ensembl_gene,ENSG00000013441,uniprot,F8WBF5
35498,ensembl_gene,ENSG00000018510,uniprot,O00116
35499,ensembl_gene,ENSG00000018510,uniprot,B8ZZ81
35500,ensembl_gene,ENSG00000019169,uniprot,C9JKT8
35501,ensembl_gene,ENSG00000019169,uniprot,Q4ZG40
35502,ensembl_gene,ENSG00000019169,uniprot,Q9UEW3
35503,ensembl_gene,ENSG00000020129,uniprot,C9J5H8
35504,ensembl_gene,ENSG00000020129,uniprot,Q9UBB6
35505,ensembl_gene,ENSG00000025800,uniprot,O60684
35506,ensembl_gene,ENSG00000025800,uniprot,Q5TFJ7
35507,ensembl_gene,ENSG00000025800,uniprot,S4R3E5
35508,ensembl_gene,ENSG00000027869,uniprot,Q9NP31
35509,ensembl_gene,ENSG00000030419,uniprot,A0A0A0MSL2
35510,ensembl_gene,ENSG00000030419,uniprot,A0A0A0MT14
35511,ensembl_gene,ENSG00000030419,uniprot,B4DWF2
35512,ensembl_gene,ENSG00000030419,uniprot,E7EPU0
35513,ensembl_gene,ENSG00000030419,uniprot,E7ES26
35514,ensembl_gene,ENSG00000030419,uniprot,E7EUI1
35515,ensembl_gene,ENSG00000030419,uniprot,Q9UKS7
35516,ensembl_gene,ENSG00000034971,uniprot,Q99972
35517,ensembl_gene,ENSG00000034971,uniprot,A0A0S2Z421
35518,ensembl_gene,ENSG00000034971,uniprot,A0A1W2PP09
35519,ensembl_gene,ENSG00000042304,uniprot,Q53S99
35520,ensembl_gene,ENSG00000048991,uniprot,C9JIX1
35521,ensembl_gene,ENSG00000048991,uniprot,C9JIX3
35522,ensembl_gene,ENSG00000048991,uniprot,Q15032
35523,ensembl_gene,ENSG00000049246,uniprot,A0A087WV69
35524,ensembl_gene,ENSG00000049246,uniprot,A2I2N5
35525,ensembl_gene,ENSG00000049246,uniprot,P56645
35526,ensembl_gene,ENSG00000049246,uniprot,Q8TAR6
35527,ensembl_gene,ENSG00000052723,uniprot,Q9BRV8
35528,ensembl_gene,ENSG00000053371,uniprot,H3BLU7
35529,ensembl_gene,ENSG00000053371,uniprot,H7C4Q7
35530,ensembl_gene,ENSG00000053371,uniprot,O43488
35531,ensembl_gene,ENSG00000053371,uniprot,V9HWA2
35532,ensembl_gene,ENSG00000054116,uniprot,A0A087WWM0
35533,ensembl_gene,ENSG00000054116,uniprot,A0A087WYS5
35534,ensembl_gene,ENSG00000054116,uniprot,A6NKE1
35535,ensembl_gene,ENSG00000054116,uniprot,O43617
35536,ensembl_gene,ENSG00000054277,uniprot,Q9H1Y3
35537,ensembl_gene,ENSG00000054277,uniprot,Q6GMT1
35538,ensembl_gene,ENSG00000054277,uniprot,Q6P5W7
35539,ensembl_gene,ENSG00000054523,uniprot,O60333
35540,ensembl_gene,ENSG00000054523,uniprot,A0A087WWA3
35541,ensembl_gene,ENSG00000054523,uniprot,Q4R9M9
35542,ensembl_gene,ENSG00000055332,uniprot,P19525
35543,ensembl_gene,ENSG00000055332,uniprot,C9JZT2
35544,ensembl_gene,ENSG00000055332,uniprot,F8WBH4
35545,ensembl_gene,ENSG00000057468,uniprot,O15457
